Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)"
13395,Estimates,Serbia,24,688,SRB,RS,688.0,Country/Area,925,2020.0,7384.063,7358.005,3527.301,3830.704,95.887,92.08,42.757,-52.37,-7.118,-52.117,-0.708,...,68.556,2.71,9.318,1.521,0.729,29.461,106.9,120.926,61.997,58.929,16.436,75.406,72.192,78.614,60.883,57.695,64.057,14.937,12.78,16.81,6.712,5.603,7.428,0.301,4.387,68.298,0.393,5.692,17.092,21.189,12.791,105.907,143.983,67.546,31.977,43.396,20.251,100.123,137.869,62.184,0.243,0.033
13467,Estimates,Slovenia,,705,SVN,SI,705.0,Country/Area,925,2020.0,2116.252,2117.641,1062.997,1054.644,105.156,100.792,42.914,-4.904,-2.32,2.778,0.131,...,19.126,0.204,9.05,1.589,0.765,30.373,106.6,24.03,11.783,12.247,11.37,80.441,77.634,83.306,65.702,62.928,68.528,18.699,16.696,20.502,8.188,7.179,8.814,0.038,1.996,19.093,0.048,2.445,13.21,17.662,8.187,67.853,90.979,42.64,25.029,33.236,15.771,64.716,87.402,39.997,7.681,3.634
13539,Estimates,Spain,25,724,ESP,ES,724.0,Country/Area,925,2020.0,47329.954,47363.807,23212.737,24151.07,94.284,96.115,43.495,-141.075,-2.985,67.706,0.143,...,352,6.964,7.449,1.236,0.596,32.175,106.1,493.075,248.454,244.622,10.434,82.289,79.554,85.014,67.579,64.858,70.285,20.363,18.311,22.262,9.26,8.19,10.042,0.88,2.491,351.25,1.059,2.947,12.154,15.427,8.799,59.886,78.062,41.493,20.559,26.756,14.218,56.484,74.434,38.345,208.791,4.418
13611,Estimates,Western Europe,,926,,,155.0,Subregion,908,2020.0,194878.243,195057.782,95684.213,99373.568,179.092,96.287,42.897,-187.005,-0.96,359.078,0.184,...,1907.292,36.402,9.792,1.61,0.779,30.988,105.1,2094.297,1050.106,1044.191,10.752,81.596,79.032,84.132,66.975,64.432,69.485,20.142,18.3,21.813,9.32,8.24,10.096,6.47,3.387,1901.752,7.622,3.971,15.717,20.119,11.157,68.842,88.036,49.217,25.714,33.785,17.468,64.407,83.291,45.127,546.08,2.804
13683,Estimates,Austria,,40,AUT,AT,40.0,Country/Area,926,2020.0,8901.106,8907.777,4382.851,4524.926,107.948,96.86,42.585,-6.979,-0.785,13.342,0.15,...,83.345,1.131,9.367,1.44,0.696,30.945,105.4,90.324,44.901,45.423,10.152,81.504,79.054,83.906,66.857,64.444,69.218,19.682,17.925,21.256,8.82,7.857,9.515,0.244,2.925,83.136,0.308,3.653,14.518,18.308,10.543,61.178,79.131,42.733,22.381,29.159,15.44,56.983,74.441,39.085,20.314,2.283
13755,Estimates,Belgium,,56,BEL,BE,56.0,Country/Area,926,2020.0,11541.273,11561.717,5707.264,5854.453,381.852,97.486,40.78,-12.546,-1.088,40.887,0.354,...,114.894,1.625,9.961,1.565,0.759,30.796,104.7,127.44,62.412,65.028,11.049,80.788,78.524,83.05,66.144,63.878,68.408,19.276,17.626,20.798,8.655,7.728,9.327,0.367,3.189,114.58,0.424,3.657,15.94,20.287,11.49,69.83,86.915,52.148,26.922,34.771,18.85,65.608,82.69,47.933,53.428,4.632
13827,Estimates,France,26,250,FRA,FR,250.0,Country/Area,926,2020.0,64457.76,64480.053,31176.177,33303.876,116.943,93.611,41.403,26.243,0.407,44.586,0.069,...,681.905,17.923,10.577,1.791,0.868,30.579,104.7,655.662,327.523,328.139,10.17,82.21,79.169,85.171,67.617,64.6,70.549,21.055,18.91,22.965,9.98,8.686,10.889,2.508,3.678,679.753,2.931,4.283,18.165,24.483,11.893,74.327,97.799,51.014,29.883,40.916,18.948,69.632,92.756,46.714,18.335,0.284
13899,Estimates,Germany,,276,DEU,DE,276.0,Country/Area,926,2020.0,83267.655,83328.988,41115.471,42213.517,239.066,97.399,44.95,-211.389,-2.542,122.665,0.147,...,760.378,13.881,9.144,1.519,0.734,31.145,105.5,971.767,490.963,480.803,11.686,81.147,78.656,83.645,66.503,64.034,68.976,19.734,17.954,21.359,9.188,8.221,9.886,2.381,3.121,758.344,2.84,3.697,14.644,18.29,10.749,70.047,89.277,50.074,24.708,31.959,17.146,65.857,84.788,46.218,334.055,4.017
13971,Estimates,Liechtenstein,,438,LIE,LI,438.0,Country/Area,926,2020.0,38.629,38.756,19.223,19.534,242.225,98.408,43.473,0.064,1.677,0.254,0.655,105.824,0.355,0.003,9.191,1.491,0.683,31.922,116.3,0.291,0.156,0.134,7.514,82.797,80.565,85.006,68.359,66.118,70.575,20.23,18.338,22.029,9.054,7.75,10.048,0.002,5.132,0.353,0.002,5.951,13.684,14.895,12.444,43.138,52.547,33.905,14.793,17.195,12.388,36.506,45.905,27.306,0.189,4.886
14043,Estimates,Luxembourg,,442,LUX,LU,442.0,Country/Area,926,2020.0,626.079,630.399,317.202,313.197,243.397,101.279,38.555,1.689,2.696,8.641,1.371,50.558,6.469,0.069,10.319,1.379,0.667,32.217,105,4.78,2.474,2.306,7.623,81.433,79.19,83.73,66.898,64.67,69.177,19.657,18.001,21.202,9.274,8.22,10.031,0.029,4.441,6.444,0.034,5.21,12.883,15.123,10.563,60.826,76.534,43.82,19.139,23.935,14.131,55.375,70.83,38.64,6.952,11.088
14115,Estimates,Monaco,,492,MCO,MC,492.0,Country/Area,926,2020.0,37.033,36.922,18.095,18.827,24779.866,96.112,54.457,-0.429,-11.632,-0.222,-0.601,...,0.324,0.006,8.811,2.122,1.029,31.005,104.8,0.753,0.384,0.369,20.443,86.538,84.783,88.436,71.964,70.197,73.874,23.281,21.726,24.953,11.341,10.216,12.457,0.001,3.745,0.323,0.001,4.351,9.072,9.325,8.805,28.607,33.306,23.956,9.142,10.013,8.299,23.739,28.494,19.031,0.206,5.595
14187,Estimates,Netherlands,27,528,NLD,NL,528.0,Country/Area,926,2020.0,17402.277,17434.557,8661.926,8772.631,517.791,98.738,41.699,5.755,0.33,64.561,0.37,...,173.058,1.319,9.942,1.59,0.769,31.531,105,167.303,83.775,83.528,9.612,81.638,79.919,83.339,67.02,65.32,68.699,19.521,18.146,20.823,8.476,7.524,9.222,0.617,3.575,172.527,0.712,4.127,13.602,16.201,10.926,55.39,64.872,45.728,20.31,24.555,16.01,50.879,60.086,41.514,58.816,3.379
14259,Estimates,Switzerland,,756,CHE,CH,756.0,Country/Area,926,2020.0,8606.431,8638.613,4286.005,4352.609,216.009,98.47,41.656,10.572,1.227,64.364,0.745,93.04,86.564,0.445,10.051,1.492,0.722,32.057,105.1,75.992,37.532,38.46,8.824,83.067,80.996,85.078,68.478,66.433,70.458,20.784,19.223,22.191,9.299,8.319,10.029,0.319,3.692,86.29,0.367,4.246,13.784,17.234,10.174,49.648,61.971,36.888,18.575,23.597,13.38,44.829,56.775,32.481,53.786,6.245
14331,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,,,419.0,Region,1840,2020.0,649524,651836.122,321312.047,330524.074,32.164,97.213,29.934,4788.092,7.345,4624.243,0.709,97.764,9854.193,1441.582,15.117,1.895,0.903,27.471,104.4,5066.101,2859.532,2206.569,7.772,73.095,69.663,76.715,59.497,56.139,63.027,16.184,14.448,17.824,7.304,6.398,8.002,136.82,13.854,9735.16,163.653,16.466,59.259,78.758,39.216,173,222.795,122.339,78.784,108.04,49.065,156.692,205.828,106.957,-163.805,-0.251
14403,Estimates,Caribbean,,915,,,29.0,Subregion,904,2020.0,43832.407,43962.246,21759.565,22202.681,198.485,98.004,30.733,319.708,7.268,259.678,0.591,117.284,692.582,89.607,15.744,2.083,0.971,27.766,104.3,372.874,209.512,163.362,8.476,72.372,69.174,75.773,60.426,57.398,63.625,17.022,15.342,18.644,8.394,7.486,9.146,19.994,28.82,675.745,25.355,36.425,80.127,96.051,63.608,184.633,227.777,140.337,76.495,98.636,53.835,149.371,190.77,107.299,-59.893,-1.362
14475,Estimates,Anguilla,19,660,AIA,AI,660.0,Country/Area,915,2020.0,15.495,15.585,7.644,7.941,177.102,96.248,36.195,0.052,3.317,0.18,1.155,60.013,0.151,0.013,9.72,1.277,0.62,28.152,103.6,0.099,0.062,0.037,6.403,76.902,73.526,80.745,62.619,59.291,66.408,16.887,15.13,18.917,7.524,6.741,8.216,0.001,6.695,0.15,0.001,7.985,27.961,40.561,15.725,106.784,151.817,61.145,41.689,63.42,20.047,98.229,142.694,53.277,0.131,8.44
14547,Estimates,Antigua and Barbuda,,28,ATG,AG,28.0,Country/Area,915,2020.0,92.377,92.664,44.236,48.428,210.6,91.342,34.259,0.575,6.199,0.574,0.619,111.979,1.127,0.108,12.16,1.569,0.764,28.011,103.2,0.552,0.285,0.268,5.961,78.841,76.061,81.316,64.438,61.689,66.874,18.276,16.361,19.824,8.884,7.687,9.654,0.006,5.189,1.122,0.007,6.446,22.945,29.267,16.716,87.013,111.577,65.138,31.721,42.459,21.663,79.892,104.003,58.544,0,0
14619,Estimates,Aruba,28,533,ABW,AW,533.0,Country/Area,915,2020.0,106.668,106.585,50.211,56.373,592.136,89.068,40.902,-0.169,-1.588,-0.167,-0.157,...,0.863,0.054,8.102,1.325,0.635,29.165,104.3,1.032,0.546,0.486,9.69,75.723,72.828,78.445,62.027,59.229,64.631,16.004,14.28,17.488,6.635,5.43,7.411,0.011,13.025,0.853,0.014,15.1,37.017,46.761,27.47,105.977,141.042,73.961,40.312,56.095,26.13,90.23,124.099,59.682,0,0
14691,Estimates,Bahamas,,44,BHS,BS,44.0,Country/Area,915,2020.0,405.779,406.471,194.506,211.965,75.863,91.763,32.115,1.387,3.414,1.385,0.341,...,4.67,0.435,11.49,1.394,0.672,28.498,102.8,3.283,1.836,1.446,8.076,72.677,69.102,76.27,58.71,55.165,62.263,16.16,14.222,17.904,7.886,6.644,8.8,0.049,10.58,4.627,0.057,12.253,56.231,74.347,39.053,194.227,248.177,142.242,90.401,121.266,61.269,182.458,236.261,130.8,0,0
14763,Estimates,Barbados,,52,BRB,BB,52.0,Country/Area,915,2020.0,280.427,280.693,134.528,146.165,652.774,92.038,38.628,0.529,1.886,0.532,0.19,...,3.048,0.389,10.859,1.628,0.785,27.864,103.5,2.519,1.231,1.288,8.973,77.393,75.418,79.21,63.478,61.598,65.188,17.947,16.815,18.89,7.052,6.727,7.268,0.034,11.119,3.018,0.037,12.269,39.084,45.957,32.246,117.562,139.3,97.234,52.227,61.54,43.328,104.883,125.431,85.887,0,0
14835,Estimates,"Bonaire, Sint Eustatius and Saba",28,535,BES,BQ,535.0,Country/Area,915,2020.0,25.863,26.153,13.459,12.694,79.735,106.026,39.093,0.045,1.72,0.58,2.218,31.251,0.284,0.013,10.967,1.649,0.787,28.855,105,0.239,0.144,0.095,9.247,75.939,73.761,78.669,62.259,60.179,64.884,16.127,14.632,17.967,6.998,6.118,7.821,0.004,13.056,0.281,0.004,15.14,33.229,37.423,28.847,105.412,125.983,81.922,35.488,41.033,29.48,89.51,108.783,67.434,0.541,20.898
14907,Estimates,British Virgin Islands,19,92,VGB,VG,92.0,Country/Area,915,2020.0,30.76,30.91,14.9,16.01,200.714,93.067,37.741,0.033,1.068,0.3,0.971,71.385,0.229,0.015,7.448,0.976,0.467,28.627,105.3,0.196,0.114,0.083,6.38,75.849,73.11,78.763,62.34,59.855,64.963,16.05,14.5,17.642,6.905,6.152,7.478,0.003,14.969,0.226,0.004,17.595,33.764,44.508,23.297,103.62,134.2,73.338,32.808,44.627,22.076,85.651,113.069,58.994,0.272,8.84
14979,Estimates,Cayman Islands,19,136,CYM,KY,136.0,Country/Area,915,2020.0,66.742,67.311,33.941,33.37,279.297,101.71,36.755,0.37,5.517,1.137,1.689,41.039,0.799,0.022,11.931,1.467,0.706,30.44,103.6,0.429,0.247,0.183,6.414,75.113,72.765,77.713,60.988,58.764,63.457,16.16,14.559,17.868,7.231,6.404,7.895,0.006,8.036,0.793,0.008,9.532,37.07,43.271,30.645,132.657,155.795,108.093,54.199,62.34,45.592,122.203,143.837,99.23,0.766,11.439
15051,Estimates,Cuba,,192,CUB,CU,192.0,Country/Area,915,2020.0,11309.236,11300.698,5616.818,5683.88,105.853,98.82,41.093,-10.006,-0.886,-17.076,-0.151,...,105.616,16.55,9.344,1.5,0.716,26.098,107.3,115.622,63.696,51.926,10.23,77.567,75.044,80.225,63.074,60.576,65.701,17.739,16.177,19.278,8.571,7.745,9.291,0.435,4.097,105.244,0.553,5.111,24.736,30.657,18.42,108.111,137.175,78.645,42.85,55.122,30.116,102.055,130.806,72.972,-7.068,-0.625
15123,Estimates,Curaçao,28,531,CUW,CW,531.0,Country/Area,915,2020.0,188.604,189.288,90.614,98.674,446.435,91.831,35.872,0.374,1.979,1.369,0.723,95.871,2.138,0.148,11.324,1.654,0.795,28.904,104.8,1.764,0.964,0.8,9.345,76.098,72.103,79.852,62.067,58.185,65.677,16.342,13.704,18.535,7.224,5.691,8.142,0.018,8.466,2.121,0.021,10.085,32.88,42.15,22.699,110.412,154.288,71.161,42.064,57.764,26.833,98.684,141.039,61.315,0.997,5.282
15195,Estimates,Dominica,,212,DMA,DM,212.0,Country/Area,915,2020.0,71.764,71.995,35.883,36.112,95.993,99.364,31.341,0.369,5.124,0.461,0.64,108.304,0.957,0.113,13.301,1.597,0.769,28.132,103.6,0.588,0.34,0.248,8.177,73.649,70.433,77.26,59.889,57.023,63.107,15.563,13.576,17.569,6.961,5.955,7.714,0.011,11.818,0.947,0.013,14.02,45.465,58.307,32.354,151.184,187.83,111.448,60.867,74.884,46.503,136.442,168.955,101.364,0.1,1.39
15267,Estimates,Dominican Republic,,214,DOM,DO,214.0,Country/Area,915,2020.0,10939.347,10999.664,5527.482,5472.181,227.684,101.011,26.797,135.6,12.32,120.633,1.097,63.186,206.696,32.789,18.78,2.303,1.082,26.72,104.4,71.096,42.512,28.585,6.46,72.889,69.364,76.914,60.503,57.08,64.41,17.04,15.066,19.146,8.535,7.467,9.438,5.677,27.4,201.711,7.014,33.728,71.087,86.252,55.305,181.743,229.409,131.063,75.285,98.986,50.385,152.036,198.832,102.537,-14.966,-1.36
15339,Estimates,Grenada,,308,GRD,GD,308.0,Country/Area,915,2020.0,123.159,123.663,61.916,61.746,363.715,100.275,30.452,1.017,8.227,1.008,0.815,85.049,2.014,0.143,16.288,2.023,0.97,29.037,104.1,0.997,0.541,0.456,8.061,74.924,72.208,77.869,61.267,58.616,64.138,16.656,14.918,18.331,7.986,7.019,8.67,0.027,13.387,1.99,0.033,16.335,36.934,42.635,31.09,138.636,170.931,104.199,48.914,60.643,36.517,122.903,154.437,89.353,0,0
15411,Estimates,Guadeloupe,2,312,GLP,GP,312.0,Country/Area,915,2020.0,395.099,395.642,179.167,216.476,243.023,82.765,42.237,1.071,2.705,1.086,0.274,...,4.417,0.136,11.163,2.07,1.009,31.271,103.5,3.346,1.778,1.568,8.458,82.444,78.639,85.796,67.874,64.109,71.175,21.612,19.228,23.628,11.215,9.807,12.224,0.019,4.295,4.401,0.021,4.699,19.666,27.839,13.15,77.555,114.081,48.848,32.007,48.565,20.084,72.656,108.679,44.57,0,0
15483,Estimates,Haiti,,332,HTI,HT,332.0,Country/Area,915,2020.0,11234.508,11306.801,5605.395,5701.407,410.127,98.316,22.796,178.465,15.76,144.587,1.279,54.194,271.045,30.485,23.936,2.869,1.291,29.539,103,92.58,51.317,41.263,8.176,64.052,61.131,67.118,53.841,51.263,56.51,12.596,11.499,13.56,5.332,4.834,5.679,12.647,46.652,260.634,16.369,60.485,133.243,156.58,109.168,286.685,339.671,231.391,121.341,150.234,91.81,231.513,282.028,179.648,-33.872,-2.991
15555,Estimates,Jamaica,,388,JAM,JM,388.0,Country/Area,915,2020.0,2814.473,2820.436,1399.668,1420.767,260.428,98.515,30.336,11.931,4.23,11.925,0.423,...,33.317,3.756,11.813,1.358,0.651,27.835,104,21.386,11.322,10.064,7.583,71.869,69.818,73.918,58.011,56.066,59.941,14.266,13.459,14.986,6.135,5.991,6.25,0.382,11.449,32.984,0.461,13.689,46.794,58.984,34.048,174.481,209.841,139.539,70.991,89.238,52.22,160.997,195.289,127.341,0,0
15627,Estimates,Martinique,2,474,MTQ,MQ,474.0,Country/Area,915,2020.0,370.951,370.391,170.663,199.727,349.425,85.448,45.869,0.331,0.892,-1.12,-0.302,...,3.557,0.139,9.586,1.928,0.938,30.667,102.6,3.226,1.66,1.566,8.694,83.05,79.934,85.82,69.037,65.992,71.722,22.117,20.069,23.841,10.68,9.502,11.514,0.028,7.861,3.533,0.039,10.817,22.375,27.697,17.484,71.183,97.079,49.743,25.092,35.337,16.934,59.927,84.892,39.567,-1.452,-3.913
15699,Estimates,Montserrat,19,500,MSR,MS,500.0,Country/Area,915,2020.0,4.555,4.5,2.364,2.136,43.689,110.625,42.266,-0.009,-1.894,-0.11,-2.445,...,0.042,0.008,9.228,1.583,0.757,27.484,104.3,0.051,0.029,0.021,11.122,75.331,73.992,77.044,61.458,59.901,63.413,15.798,14.964,16.867,6.838,6.503,7.198,0,11.048,0.042,0.001,13.107,33.963,36.218,30.719,114.993,133.481,95.283,42.245,50.984,32.214,101.444,122.521,78.885,-0.094,-20.655
15771,Estimates,Puerto Rico,29,630,PRI,PR,630.0,Country/Area,915,2020.0,3280.218,3271.564,1547.842,1723.723,376.388,89.796,43.617,-9.892,-3.02,-17.307,-0.529,...,26.79,1.783,8.179,1.292,0.617,27.139,105.3,36.682,21.136,15.546,11.199,78.041,73.644,82.588,64.029,59.544,68.671,19.819,17.384,22.178,9.993,8.532,11.263,0.293,10.955,26.534,0.321,12.1,50.268,71.986,29.991,132.699,187.248,80.353,66.399,101.281,33.498,121.61,177.192,68.193,-7.408,-2.262
15843,Estimates,Saint Barthélemy,2,652,BLM,BL,652.0,Country/Area,915,2020.0,10.593,10.681,5.62,5.061,485.477,111.056,38.226,0.027,2.564,0.175,1.639,42.291,0.086,0.001,8.112,1.007,0.487,30.212,104,0.059,0.033,0.026,5.548,80.223,77.021,83.423,66.105,62.978,69.215,18.997,16.378,21.2,8.834,7.025,9.819,0.001,8.342,0.085,0.001,9.623,21.104,24.508,17.414,71.105,88.739,48.338,22.892,27.597,17.126,60.677,77.166,39.124,0.153,14.446
15915,Estimates,Saint Kitts and Nevis,,659,KNA,KN,659.0,Country/Area,915,2020.0,47.681,47.642,23.072,24.57,183.24,93.901,33.599,0.114,2.382,-0.077,-0.162,...,0.593,0.066,12.418,1.55,0.741,27.619,103.7,0.479,0.27,0.209,10.036,71.627,68.322,75.266,57.661,54.132,61.557,14.542,12.9,16.245,6.518,5.874,6.974,0.005,8.638,0.589,0.007,11.223,53.989,69.101,40.124,186.08,244.429,126.259,82.44,115.281,50.671,173.815,234.91,110.811,-0.191,-4.001
15987,Estimates,Saint Lucia,,662,LCA,LC,662.0,Country/Area,915,2020.0,178.922,179.237,88.826,90.411,290.968,98.246,32.739,0.62,3.462,0.629,0.351,...,2.091,0.246,11.667,1.411,0.68,27.99,103.1,1.471,0.835,0.635,8.205,73.416,70.042,77.055,59.681,56.406,63.203,15.239,13.435,16.948,6.711,5.945,7.255,0.025,11.823,2.069,0.03,14.452,45.229,59.607,30.333,150.349,199.042,99.729,60.122,83.133,36.532,135.258,182.888,85.97,0,0
16059,Estimates,Saint Martin (French part),2,663,MAF,MF,663.0,Country/Area,915,2020.0,32.85,32.553,15.477,17.076,614.208,90.642,37.181,0.363,10.98,-0.594,-1.825,...,0.521,0.016,15.768,2.448,1.184,30.389,104,0.158,0.096,0.062,4.788,80.149,77.021,83.423,66.03,62.978,69.215,18.8,16.378,21.2,8.49,7.025,9.819,0.004,8.342,0.517,0.005,9.627,20.938,24.508,17.414,68.349,88.739,48.338,21.872,27.597,17.126,57.889,77.166,39.124,-0.949,-28.736
16131,Estimates,Saint Vincent and the Grenadines,,670,VCT,VC,670.0,Country/Area,915,2020.0,104.712,104.632,53.434,51.199,268.288,104.366,32.813,0.213,2.033,-0.159,-0.152,...,1.37,0.18,13.071,1.814,0.875,27.992,103.4,1.157,0.67,0.487,11.038,72.126,69.812,74.944,58.266,56.013,61.023,14.826,13.573,16.319,7.06,6.401,7.737,0.017,12.126,1.355,0.02,14.261,38.763,48.284,28.951,179.437,214.618,139.879,68.516,87.54,48.473,166.182,200.814,127.246,-0.379,-3.616
16203,Estimates,Sint Maarten (Dutch part),28,534,SXM,SX,534.0,Country/Area,915,2020.0,43.327,43.621,23.279,20.342,1282.985,114.441,45.812,0.017,0.398,0.589,1.35,51.344,0.313,0.06,7.22,1.591,0.763,28.895,103.9,0.296,0.182,0.113,6.822,74.584,71.789,77.883,61.057,58.436,64.12,15.305,13.396,17.35,6.407,5.453,7.658,0.005,14.565,0.309,0.005,16.957,38.355,44.252,29.676,117.413,145.348,85.674,40.588,47.661,30.4,99.539,125.258,70.835,0.475,10.957
16275,Estimates,Trinidad and Tobago,,780,TTO,TT,780.0,Country/Area,915,2020.0,1513.9,1518.147,749.174,768.972,295.935,97.425,34.999,6.137,4.046,8.494,0.559,123.998,18.119,1.836,11.946,1.631,0.78,27.693,104.1,11.982,6.681,5.302,7.9,74.406,70.983,77.881,60.843,57.492,64.229,17.45,15.388,19.22,8.969,7.64,9.813,0.273,15.001,17.88,0.313,17.082,52.982,68.318,36.917,167.324,209.161,124.019,71.761,94.394,48.18,150.888,191.959,108.557,2.37,1.563
16347,Estimates,Turks and Caicos Islands,19,796,TCA,TC,796.0,Country/Area,915,2020.0,43.854,44.276,22.325,21.952,46.607,101.697,36.999,0.169,3.862,0.845,1.909,36.309,0.557,0.024,12.685,1.679,0.804,30.672,104.9,0.388,0.219,0.168,8.823,75.001,72.198,78.155,61.254,58.727,64.106,15.649,13.959,17.447,6.783,5.938,7.548,0.007,12.157,0.551,0.008,14.534,35.428,46.148,24.512,118.937,148.852,86.181,42.227,53.178,30.368,103.85,130.348,74.804,0.682,15.523
16419,Estimates,United States Virgin Islands,29,850,VIR,VI,850.0,Country/Area,915,2020.0,100.543,100.442,47.122,53.321,286.979,88.375,42.589,-0.2,-1.984,-0.201,-0.2,...,1.175,0.079,11.705,2.15,1.042,27.829,103.9,1.375,0.852,0.522,13.689,74.942,69.668,80.983,60.724,55.604,66.574,15.924,12.837,19.186,7.173,5.375,8.579,0.007,5.697,1.169,0.008,6.641,37.799,58.602,18.376,131.721,202.84,61.699,55.157,88.944,23.83,122.116,191.273,54.626,0,0
16491,Estimates,Central America,,916,,,13.0,Subregion,904,2020.0,175637.376,176343.832,86537.791,89806.041,71.551,96.361,27.337,1480.233,8.392,1412.911,0.801,86.535,2945.989,478.318,16.703,2.007,0.959,26.995,104,1465.756,855.747,610.009,8.311,70.746,67.087,74.728,57.01,53.406,60.923,14.979,13.362,16.652,7.15,6.317,7.92,37.774,12.813,2912.852,45.203,15.232,63.108,85.69,40.588,213.979,279.433,148.458,96.452,135.879,57.55,199.517,264.808,134.463,-67.331,-0.382
16563,Estimates,Belize,,84,BLZ,BZ,84.0,Country/Area,916,2020.0,392.426,394.921,198.81,196.111,17.313,101.377,24.756,4.989,12.637,4.989,1.263,54.881,7.06,1.1,17.881,1.999,0.951,27.193,105.2,2.071,1.284,0.787,5.244,72.854,69.564,76.626,58.916,55.698,62.604,17.044,15.817,18.459,8.246,7.367,9.183,0.071,9.968,6.999,0.084,11.668,70.005,96.193,42.791,199.68,252.23,143.652,96.616,133.8,58.113,187.57,239.508,132.376,0,0
16635,Estimates,Costa Rica,,188,CRI,CR,188.0,Country/Area,916,2020.0,5105.359,5123.105,2564.622,2558.483,100.335,100.24,32.424,33.413,6.525,35.492,0.693,100.021,62.23,6.954,12.152,1.555,0.751,27.888,104.4,28.817,16.167,12.65,5.627,79.277,76.751,81.912,65.01,62.515,67.609,18.866,17.494,20.193,8.153,7.282,8.89,0.425,6.786,61.865,0.503,7.915,30.463,41.7,18.68,90.725,119.719,60.778,40.573,58.14,22.329,82.078,110.686,52.584,2.084,0.407
16707,Estimates,El Salvador,,222,SLV,SV,222.0,Country/Area,916,2020.0,6280.922,6292.731,2997.43,3295.3,303.703,90.961,25.871,48.836,7.746,23.618,0.375,...,102.067,16.772,16.188,1.819,0.867,27.11,104.8,53.231,29.292,23.939,8.442,71.061,66.432,75.413,57.186,52.581,61.49,15.483,13.93,16.77,6.892,6.129,7.475,1.119,10.957,101.091,1.329,12.958,72.591,108.573,38.07,216.032,305.733,137.075,110.259,173.879,53.668,203.18,293.265,124.344,-25.214,-3.999
16779,Estimates,Guatemala,,320,GTM,GT,320.0,Country/Area,916,2020.0,17231.172,17362.718,8598.279,8764.44,162.026,98.104,21.723,286.228,16.479,263.093,1.515,45.752,378.935,62.377,21.816,2.484,1.177,27.863,103.8,92.707,53.998,38.709,5.337,71.797,68.258,75.545,58.731,55.285,62.363,16.591,14.78,18.445,9.001,7.909,10.007,7.468,19.643,372.306,9.084,23.652,68.133,86.931,48.804,207.394,261.98,155.358,89.134,120.277,58.331,185.528,239.504,134.551,-23.142,-1.332
16851,Estimates,Honduras,,340,HND,HN,340.0,Country/Area,916,2020.0,10041.79,10121.763,5112.98,5008.783,92.797,102.08,23.084,166.144,16.408,159.946,1.58,43.87,216.208,38.225,21.353,2.394,1.136,27.212,105.1,50.064,28.239,21.826,4.945,71.462,69.126,73.987,57.871,55.624,60.295,13.922,12.485,15.382,6.043,5.305,6.599,2.976,13.772,213.592,3.559,16.506,49.304,57.195,41.025,171.867,203.618,139.976,66.224,78.12,53.958,155.022,185.81,124.302,-6.199,-0.612
